/Users/zkl/Code/Python/ScreenShot/avatar_SH78256.png	45	70.24
/Users/zkl/Code/Python/ScreenShot/avatar_SH79766.png	24	65.56
/Users/zkl/Code/Python/ScreenShot/avatar_SH21900.png	23	62.32
/Users/zkl/Code/Python/ScreenShot/avatar_SH78646.png	24	32.28
/Users/zkl/Code/Python/ScreenShot/avatar_SH20389.png	24	83.07
/Users/zkl/Code/Python/ScreenShot/avatar_SH20174.png	24	71.07
/Users/zkl/Code/Python/ScreenShot/avatar_SH79029.png	23	44.77
/Users/zkl/Code/Python/ScreenShot/avatar_SH21646.png	23	72.55
/Users/zkl/Code/Python/ScreenShot/avatar_SH78797.png	23	75.81
/Users/zkl/Code/Python/ScreenShot/avatar_SH20259.png	23	82.01
/Users/zkl/Code/Python/ScreenShot/avatar_SH22062.png	30	60.08
/Users/zkl/Code/Python/ScreenShot/avatar_SH78807.png	23	44.77
/Users/zkl/Code/Python/ScreenShot/avatar_SH21033.png	26	56.2
/Users/zkl/Code/Python/ScreenShot/avatar_SH78153.png	24	59.23
/Users/zkl/Code/Python/ScreenShot/avatar_SH20338.png	27	84.13
/Users/zkl/Code/Python/ScreenShot/avatar_SH78812.png	24	77.9
/Users/zkl/Code/Python/ScreenShot/avatar_SH20648.png	36	64.35
/Users/zkl/Code/Python/ScreenShot/avatar_SH21813.png	23	74.73
/Users/zkl/Code/Python/ScreenShot/avatar_SH20266.png	45	30.59
/Users/zkl/Code/Python/ScreenShot/avatar_SH79887.png	32	63.79
/Users/zkl/Code/Python/ScreenShot/avatar_SH21232.png	26	66.55
/Users/zkl/Code/Python/ScreenShot/avatar_SH20312.png	26	67.95
/Users/zkl/Code/Python/ScreenShot/avatar_SH20307.png	31	37.92
/Users/zkl/Code/Python/ScreenShot/avatar_SH22289.png	28	38.33
/Users/zkl/Code/Python/ScreenShot/avatar_SH79070.png	23	75.09
/Users/zkl/Code/Python/ScreenShot/avatar_SH20298.png	28	61.56
/Users/zkl/Code/Python/ScreenShot/avatar_SH78961.png	26	78.47
/Users/zkl/Code/Python/ScreenShot/avatar_SH79289.png	28	60.43
/Users/zkl/Code/Python/ScreenShot/avatar_SH78815.png	28	72.69
/Users/zkl/Code/Python/ScreenShot/avatar_SH21020.png	34	55.62
/Users/zkl/Code/Python/ScreenShot/avatar_SH78419.png	23	66.25
/Users/zkl/Code/Python/ScreenShot/avatar_SH21593.png	32	60.01
/Users/zkl/Code/Python/ScreenShot/avatar_SH20664.png	45	50.96
/Users/zkl/Code/Python/ScreenShot/avatar_SH21787.png	23	44.77
/Users/zkl/Code/Python/ScreenShot/avatar_SH20314.png	26	75.54
/Users/zkl/Code/Python/ScreenShot/avatar_SH20300.png	24	63.09
/Users/zkl/Code/Python/ScreenShot/avatar_SH20315.png	26	71.85
/Users/zkl/Code/Python/ScreenShot/avatar_SH20473.png	31	65.4
/Users/zkl/Code/Python/ScreenShot/avatar_SH78142.png	38	39.91
/Users/zkl/Code/Python/ScreenShot/AHN_2021-01-21-16_14_32.png	27	69.2
/Users/zkl/Code/Python/ScreenShot/avatar_SH20275.png	34	60.27
